Name,Gender,Position,Height,Weight,Arm Length (inches),Hand Size (inches),Wingspan (inches),Max Velocity (mph),Arm Strength Velocity (mph),Arm Strength Distance (yards),Catch Radius (feet),3 Cone Drill (sec),20 Yard Shuttle (sec),40 Yard Dash (sec),10 Yard Split (sec),Bench Reps at 225,1 Rep Max Press (lbs),1 Rep Max Squat (lbs),Power Clean (lbs),Vertical Jump (inches),Broad Jump (feet),Positions Played,Field Goal Distance (yards),Field Goal Accuracy (%),Field Goal Consistency (avg misses),Punt Distance (yards),Punt Hang Time (seconds),Punt Accuracy (%),Punt Consistency (yards)
John Morse,Male,Linebacker,6.58,151,26.4,9.3,71.5,20.2,52.6,53.8,7.1,6.78,3.92,4.59,1.43,33,546,519,468,26.0,9.9,2,64,0.89,2.7,38,3.43,0.32,59
Christopher Washington,Male,Punter,5.25,202,38.6,8.6,84.6,22.2,60.2,56.2,12.3,6.43,4.39,4.39,1.75,11,375,535,218,28.4,10.0,4,43,0.71,0.2,53,4.96,0.49,49
David Harris,Male,Wide Receiver,6.17,162,30.9,10.3,70.3,19.7,52.9,42.4,10.2,6.16,5.44,4.62,1.73,45,300,486,271,23.6,6.4,2,49,0.82,2.8,26,3.4,0.46,53
Joseph Mayo,Male,Linebacker,5.08,295,30.0,7.5,81.0,20.0,60.0,40.3,14.0,5.5,3.51,4.23,1.81,38,413,691,353,44.9,6.3,2,13,0.92,2.1,47,5.31,0.28,56
Leslie Vincent,Male,Offensive Lineman,6.33,221,27.2,8.9,66.5,18.3,54.3,60.6,14.2,7.04,4.01,4.51,1.53,19,368,449,356,24.7,9.0,1,40,0.8,2.6,48,3.85,0.29,43
Anthony Cook,Male,Cornerback,5.17,283,31.3,7.7,74.4,16.8,55.8,62.0,13.4,7.71,5.3,4.92,1.8,40,486,670,334,28.5,12.7,2,29,0.63,2.7,48,4.98,0.41,60
James Collins,Male,Defensive Lineman,5.33,222,39.8,8.1,68.9,20.9,60.0,68.7,8.8,6.41,4.8,4.71,1.99,27,517,585,222,32.6,11.4,3,30,0.93,1.4,40,4.58,0.29,46
Larry Bradshaw,Male,Running Back,5.42,317,31.0,9.6,74.1,20.8,64.3,72.9,7.0,6.62,5.36,5.15,1.49,31,396,724,471,20.4,7.5,3,28,0.89,1.2,39,3.75,0.25,59
Oscar Jennings,Male,Safety,5.33,335,32.4,8.3,81.1,18.2,69.5,64.0,7.0,6.97,3.55,4.86,1.95,40,362,437,453,21.6,7.6,1,42,0.83,1.3,32,4.04,0.28,37
Daniel Hernandez,Male,Defensive Lineman,6.83,307,28.7,9.8,71.6,21.2,56.9,52.6,6.0,7.85,4.3,4.78,1.78,19,539,402,252,44.1,6.7,2,56,0.64,2.3,30,3.06,0.48,47
Robert White,Male,Punter,5.08,304,27.6,8.9,80.8,24.5,51.1,46.6,8.3,7.13,3.69,4.95,1.99,19,271,470,418,33.2,6.4,2,62,0.83,1.9,39,4.46,0.31,31
Jonathan Gomez,Male,Kicker,6.83,278,26.8,8.4,81.2,19.0,61.5,48.4,5.4,7.48,4.81,4.24,1.92,5,272,700,301,21.2,8.6,3,23,0.94,2.9,62,4.03,0.33,48
William Russell,Male,Quarterback,5.83,239,35.2,9.8,82.6,20.2,66.2,72.4,12.5,5.77,4.71,4.69,1.52,41,308,554,440,26.5,9.3,3,51,0.55,0.3,55,3.96,0.3,49
Brendan Garrison,Male,Safety,6.58,174,26.1,8.8,67.5,17.2,63.7,68.3,10.0,7.82,5.09,5.07,1.37,11,524,432,447,42.2,12.7,2,32,0.83,0.9,37,4.58,0.48,48
William Evans,Male,Kicker,5.25,269,39.7,8.9,72.0,16.2,53.1,57.2,12.6,6.79,5.41,4.81,1.42,44,333,320,442,40.4,8.7,3,47,0.74,1.5,64,4.01,0.41,42
Benjamin Carter,Male,Safety,5.67,162,25.2,8.6,68.4,24.3,60.2,53.2,12.8,5.96,5.06,4.82,1.52,16,409,398,488,40.3,8.4,1,58,0.88,1.4,60,5.01,0.26,56
Dakota King,Male,Tight End,5.0,232,32.7,8.9,67.4,23.3,54.8,41.6,9.2,6.06,4.41,5.32,1.84,10,383,437,401,20.2,11.8,1,50,0.72,1.1,35,5.17,0.32,48
Michael Williams,Male,Wide Receiver,6.33,227,27.9,9.2,72.9,17.1,69.3,69.1,14.4,6.71,4.98,4.67,1.41,15,466,685,436,44.6,8.6,2,60,0.67,0.1,69,4.9,0.26,42
Miguel Martinez,Male,Wide Receiver,6.17,266,34.2,8.4,78.6,22.8,54.3,54.3,8.9,5.87,4.97,4.52,1.94,10,376,417,410,26.6,8.5,3,11,0.75,0.2,41,4.95,0.48,47
Shawn Wallace,Male,Linebacker,6.42,166,33.7,8.9,73.0,24.8,64.3,44.7,14.8,6.27,4.89,4.61,1.3,18,278,453,264,40.9,12.2,2,55,0.65,0.2,55,5.09,0.31,58
Brian Campbell,Male,Running Back,6.67,191,39.5,10.4,77.5,22.9,56.2,49.3,9.4,6.08,4.2,5.27,1.37,28,368,320,378,34.2,6.6,2,43,0.6,1.3,30,4.8,0.37,41
Joseph Dickson,Male,Cornerback,6.0,226,32.4,9.8,84.1,22.9,65.0,59.7,10.6,7.15,3.73,4.8,1.75,5,486,396,269,42.6,12.8,3,38,0.78,0.8,54,4.79,0.32,57
Timothy Patterson,Male,Defensive Lineman,5.17,346,29.4,9.1,84.5,24.8,62.0,47.4,11.9,7.2,4.81,5.28,1.86,10,481,470,480,20.7,12.7,4,16,0.65,1.1,37,3.42,0.46,42
Steven Salinas,Male,Tight End,5.58,296,33.9,10.0,69.2,21.4,63.2,72.1,10.2,6.09,5.42,4.82,1.75,18,491,340,400,26.5,9.1,1,29,0.88,1.9,66,4.55,0.44,52
Mario English,Male,Running Back,5.5,283,31.5,10.4,65.7,18.3,63.0,63.0,5.3,7.61,5.31,5.34,1.78,14,466,541,249,34.4,6.6,1,23,0.8,1.7,65,3.32,0.33,42
Joseph Estrada,Male,Quarterback,5.33,274,35.6,8.1,78.2,21.3,66.2,74.3,8.5,7.22,4.48,5.29,1.47,5,501,527,453,21.3,8.6,4,44,0.8,1.0,28,4.62,0.4,37
Joshua Hartman,Male,Wide Receiver,6.67,308,37.4,9.6,69.5,17.3,59.5,54.7,13.0,7.39,4.18,5.06,1.5,45,336,478,337,34.9,10.2,4,45,0.6,0.2,56,4.28,0.42,48
Joe Howard,Male,Quarterback,6.92,285,34.9,10.3,70.4,17.1,55.2,69.0,13.1,6.39,4.09,4.64,1.73,11,461,665,220,40.0,6.6,2,55,0.64,2.7,42,3.97,0.43,47
Kevin Murray,Male,Wide Receiver,6.33,245,27.8,9.4,66.9,18.2,64.7,72.6,14.2,6.31,3.66,5.09,1.87,43,441,415,351,23.7,8.9,3,36,0.72,2.9,68,3.86,0.37,53
Craig Williams,Male,Quarterback,5.25,164,34.4,10.0,71.4,18.0,53.4,53.5,6.5,6.39,3.85,5.1,1.63,25,299,447,429,29.8,12.5,1,22,0.82,1.5,62,4.7,0.3,57
Gregory Cohen,Male,Kicker,6.92,280,34.0,9.8,75.3,22.6,51.7,55.5,10.5,5.82,4.58,5.44,1.5,22,307,503,403,35.4,9.7,3,57,0.86,2.3,36,3.06,0.44,38
Patrick Terrell,Male,Offensive Lineman,6.33,151,34.9,9.8,71.1,17.4,60.4,45.2,14.6,6.42,4.08,5.22,1.78,25,503,554,253,34.8,8.8,3,50,0.88,2.3,72,5.49,0.29,36
Travis Greene,Male,Running Back,6.58,270,39.5,8.6,73.4,19.2,68.3,70.9,11.5,7.88,5.25,5.38,1.41,9,532,497,243,22.9,9.5,2,12,0.89,1.6,68,3.14,0.45,59
John Butler,Male,Offensive Lineman,5.58,157,37.2,9.9,72.4,22.9,55.0,63.0,14.4,6.2,5.16,5.03,1.74,21,483,720,354,28.2,12.6,2,40,0.67,1.9,40,4.5,0.29,58
Jerry Scott,Male,Running Back,6.0,337,38.9,8.4,74.6,16.0,58.6,49.9,13.0,6.53,4.8,5.33,1.92,37,272,408,363,42.5,7.9,2,51,0.59,1.9,31,4.88,0.37,50
Jay Meyers,Male,Safety,5.75,177,27.2,9.0,81.9,19.6,66.3,46.1,14.4,6.81,4.22,5.01,1.68,5,265,395,232,43.8,6.4,1,44,0.64,2.5,32,5.25,0.45,47
Charles Griffin,Male,Linebacker,5.58,291,36.6,9.8,65.9,16.7,53.2,52.0,6.4,6.5,4.51,4.96,1.98,25,535,516,235,32.8,7.1,3,39,0.76,1.7,57,5.15,0.39,51
Peter Rowe,Male,Linebacker,5.67,194,36.2,9.6,66.9,24.9,51.3,47.1,13.8,6.54,4.15,5.29,1.79,43,295,504,252,20.4,6.9,3,43,0.58,0.6,27,3.93,0.44,41
John Cooper,Male,Wide Receiver,5.5,300,30.4,9.9,76.5,19.1,63.6,49.9,5.8,5.87,4.16,4.95,1.95,23,327,497,449,22.2,7.4,4,33,0.64,1.0,61,5.12,0.27,31
Robert Dickson,Male,Punter,6.0,210,27.9,10.2,71.3,17.4,68.5,59.6,13.7,5.74,5.17,4.48,1.58,27,445,504,288,35.1,7.3,2,33,0.87,1.4,29,3.15,0.44,43
Shawn Grimes,Male,Cornerback,6.17,154,30.0,9.3,83.6,17.1,65.6,56.1,14.8,5.86,4.09,4.38,1.97,27,367,483,359,30.9,12.1,3,28,0.73,1.3,55,5.44,0.41,35
Joseph Allen,Male,Kicker,6.33,254,37.6,10.0,69.1,21.3,58.3,49.3,8.8,7.45,4.39,4.87,1.84,42,384,485,358,37.6,11.5,3,27,0.89,1.2,65,5.14,0.41,46
Adrian White,Male,Cornerback,6.33,181,37.2,10.0,81.3,20.7,69.8,68.7,12.1,6.58,4.28,4.81,1.69,41,488,695,238,38.6,9.9,1,35,0.65,1.3,30,4.31,0.33,34
Gregory Lawrence,Male,Offensive Lineman,6.83,324,37.8,8.4,80.8,20.1,59.3,59.8,8.9,5.55,3.79,4.39,1.59,30,504,698,356,20.7,12.9,3,25,0.88,2.2,48,4.65,0.27,54
John Garcia,Male,Quarterback,5.92,195,28.5,9.3,74.4,20.1,55.0,52.0,12.3,6.82,4.14,4.81,1.81,38,256,337,492,28.1,12.7,2,35,0.58,2.0,57,3.65,0.31,37
Robert Roberts,Male,Tight End,5.83,181,27.5,9.3,78.3,17.6,56.2,67.3,14.6,6.09,5.46,4.6,1.7,26,344,702,339,21.7,10.9,1,49,0.95,0.5,42,4.15,0.45,54
James Acosta,Male,Punter,6.0,217,27.3,9.2,84.9,22.5,54.1,43.8,7.1,6.89,5.2,5.11,1.44,15,471,591,444,37.1,11.3,4,56,0.68,0.7,58,3.75,0.4,36
Zachary Mcmillan,Male,Safety,6.33,328,26.3,10.1,76.5,17.6,68.6,64.8,8.8,5.88,5.13,4.36,1.54,19,408,456,477,27.1,11.5,1,21,0.68,2.7,49,5.23,0.26,51
Curtis Leonard,Male,Offensive Lineman,6.75,286,32.5,8.7,79.2,20.8,50.6,62.3,11.5,6.06,5.16,5.06,1.92,15,378,334,484,30.6,9.4,4,65,0.84,2.0,57,4.49,0.3,43
Keith Edwards,Male,Running Back,5.83,347,26.5,8.2,74.3,22.5,60.2,70.1,8.6,7.48,4.61,5.44,1.93,18,537,623,295,44.6,9.5,1,43,0.8,2.3,48,4.14,0.35,49
John Haynes,Male,Safety,6.83,256,29.1,9.4,79.7,20.5,51.7,44.7,10.8,7.56,3.95,5.1,1.56,29,388,606,214,34.9,8.6,3,15,0.84,0.0,70,5.01,0.47,59
Daniel Young,Male,Linebacker,6.08,262,29.4,9.9,65.4,20.5,67.5,66.6,8.1,6.19,4.32,4.39,1.61,38,425,347,383,22.3,11.5,4,43,0.64,2.5,67,5.2,0.3,41
James Meadows,Male,Cornerback,6.08,204,39.6,8.8,70.9,20.8,65.7,49.5,13.2,6.24,4.13,5.38,1.56,39,349,592,485,32.6,12.5,3,28,0.88,3.0,47,4.37,0.42,43
Andrew Bird,Male,Quarterback,6.92,289,25.7,9.7,75.5,22.1,55.7,53.8,9.3,7.76,4.54,4.71,1.73,40,291,531,312,26.3,8.6,3,29,0.88,0.8,72,3.44,0.34,34
William Lee,Male,Offensive Lineman,6.92,228,38.6,9.6,71.0,18.0,51.4,44.7,14.9,6.35,4.06,4.79,1.68,8,359,469,418,24.0,10.4,2,50,0.76,1.8,60,5.37,0.39,46
Matthew Smith,Male,Punter,5.92,315,28.1,8.9,84.5,19.9,67.0,67.7,13.4,6.54,3.78,5.16,1.57,14,381,414,294,37.7,6.3,2,29,0.7,2.7,38,4.17,0.47,30
Anthony Wilson,Male,Running Back,5.58,309,25.4,9.4,66.7,24.1,60.1,47.7,8.4,6.45,4.52,5.27,1.91,6,535,690,321,28.5,11.2,3,56,0.9,2.0,28,4.61,0.38,43
Brian Nelson,Male,Wide Receiver,6.58,248,27.3,7.6,82.0,20.4,55.5,65.5,11.2,7.32,4.74,4.95,1.46,26,423,589,332,34.7,12.3,4,38,0.87,1.3,70,4.22,0.45,36
Christopher Santos,Male,Wide Receiver,5.42,232,26.5,8.8,68.5,20.8,69.3,47.7,10.5,7.87,4.66,5.16,1.67,24,336,708,250,43.4,11.5,3,62,0.8,2.3,38,4.67,0.33,43
Eric Webb,Male,Cornerback,6.75,281,34.8,9.9,78.7,22.4,63.9,68.2,14.6,7.24,4.89,5.15,1.48,26,492,355,249,31.0,8.6,3,31,0.68,0.3,27,3.99,0.49,37
Adam English,Male,Tight End,6.92,267,29.2,9.6,79.0,20.0,53.9,57.4,9.3,6.99,4.32,4.35,1.6,17,357,635,368,23.7,6.5,1,43,0.67,3.0,50,4.19,0.41,47
Terry Hutchinson,Male,Cornerback,6.25,179,27.9,8.2,70.8,21.5,59.2,52.2,9.4,5.57,4.74,4.76,1.31,45,541,462,326,24.6,9.9,1,28,0.85,2.3,38,3.46,0.32,45
Alex Fernandez,Male,Tight End,6.42,242,37.0,8.1,72.2,16.9,55.7,58.1,6.6,7.89,5.44,4.54,1.83,30,424,465,203,44.6,12.3,4,44,0.89,0.4,68,5.09,0.42,33
Kenneth Hart,Male,Kicker,6.33,222,32.7,9.0,67.0,24.0,57.6,41.7,9.3,7.28,5.31,5.08,1.35,10,520,531,283,44.3,12.8,4,62,0.64,0.7,57,3.43,0.36,47
Jonathan Carrillo,Male,Kicker,5.17,238,34.3,8.2,85.0,16.0,56.2,62.5,9.9,7.47,3.53,5.42,1.74,41,455,537,475,21.4,10.8,2,24,0.66,1.0,49,3.48,0.26,55
Jack Rogers,Male,Defensive Lineman,6.75,158,26.2,9.1,69.2,24.7,64.4,42.2,14.9,6.37,4.3,4.42,1.51,16,439,600,275,41.8,10.9,1,42,0.64,2.1,75,5.01,0.45,48
Nicholas Suarez,Male,Safety,5.92,200,33.0,8.4,75.3,24.7,64.6,42.0,10.2,5.72,4.67,4.8,1.83,8,500,356,496,37.0,12.7,3,23,0.65,1.1,61,4.19,0.25,38
Jeremy Harris,Male,Punter,6.33,290,39.7,8.3,80.4,17.3,66.0,47.2,9.9,5.83,4.97,4.32,1.44,34,391,749,379,24.6,10.3,1,41,0.6,1.3,29,4.6,0.48,48
George Berger,Male,Punter,5.17,191,28.3,9.8,75.7,19.9,65.9,73.0,13.7,6.31,4.34,5.49,1.73,26,281,500,313,26.8,8.4,2,18,0.78,2.4,55,3.28,0.31,58
Michael Elliott,Male,Running Back,5.0,173,27.2,9.7,79.2,22.2,67.3,46.8,8.9,7.08,4.11,5.07,1.71,25,337,632,461,21.3,9.7,3,65,0.67,0.7,30,3.61,0.48,60
Christopher Waters,Male,Kicker,6.25,242,38.0,9.1,68.2,24.8,62.1,41.7,9.5,5.86,4.48,5.39,1.66,6,363,589,356,24.2,10.2,1,55,0.67,0.6,67,4.27,0.47,49
Chad Peterson,Male,Tight End,5.33,236,27.0,8.0,78.9,19.2,57.8,43.4,6.5,6.17,3.7,4.6,1.46,21,268,416,435,32.9,8.4,3,33,0.87,2.9,33,3.39,0.45,38
Dustin Young,Male,Punter,6.83,177,27.8,9.1,79.2,22.2,68.6,53.3,14.5,5.78,4.34,4.54,1.67,39,437,608,313,24.5,11.7,4,10,0.92,1.9,37,4.47,0.47,46
Michael Rogers,Male,Linebacker,5.08,165,35.3,8.7,69.3,24.4,62.7,65.8,7.6,6.7,4.69,4.99,1.4,5,311,343,280,39.6,6.5,3,15,0.71,0.3,44,4.99,0.44,33
Dennis Perez,Male,Quarterback,5.0,251,25.9,8.8,65.9,18.1,68.4,67.5,13.3,7.28,4.16,4.32,1.41,7,530,373,406,43.6,6.6,2,42,0.87,1.1,60,3.97,0.27,43
Douglas Garcia,Male,Wide Receiver,6.83,321,26.5,9.6,74.6,16.0,63.6,73.7,10.0,7.81,4.12,5.1,1.4,13,291,749,278,34.6,8.6,2,22,0.59,2.6,43,4.45,0.5,48
Casey Coffey,Male,Safety,6.83,241,31.6,8.6,77.4,23.8,63.9,58.0,9.9,6.41,3.83,4.97,1.48,22,479,522,251,40.1,10.4,1,13,0.93,2.9,44,4.73,0.35,33
Adam Martin,Male,Linebacker,6.33,281,33.9,7.8,70.4,16.9,54.4,62.5,9.9,7.48,5.32,5.12,1.7,18,406,543,349,20.3,8.3,1,61,0.89,0.4,50,4.38,0.27,36
John Stevens,Male,Safety,5.92,188,37.1,8.0,71.6,21.1,50.3,42.4,9.8,5.5,5.47,4.22,1.82,37,481,648,486,35.4,8.0,2,57,0.77,2.7,47,4.96,0.42,53
Douglas Hunter,Male,Offensive Lineman,6.33,239,25.6,9.9,67.8,17.2,57.9,54.0,11.8,6.02,5.01,5.21,1.6,19,536,697,434,35.2,8.6,3,20,0.78,2.8,43,5.42,0.3,40
Adam Lozano,Male,Punter,5.17,342,39.5,8.6,77.9,22.9,57.5,65.5,14.6,7.92,4.36,4.38,1.55,16,274,355,318,22.9,12.1,2,56,0.69,0.1,58,5.38,0.45,33
David Wheeler,Male,Offensive Lineman,6.83,306,32.7,9.6,67.0,19.1,55.3,41.3,9.5,6.67,3.89,5.44,1.97,14,300,654,262,37.4,13.0,1,40,0.93,2.8,37,3.28,0.32,36
Jared Henderson,Male,Defensive Lineman,5.75,283,27.0,9.8,74.5,22.7,69.0,53.7,13.9,6.81,3.92,4.98,1.59,32,541,322,271,21.5,10.9,4,38,0.74,1.4,73,4.37,0.48,60
Johnny Reed,Male,Punter,6.25,261,30.3,8.4,70.8,23.4,68.5,70.0,10.9,7.05,4.6,4.72,1.34,18,345,750,266,44.3,8.0,2,31,0.92,2.6,44,4.77,0.42,45
Lucas Kennedy,Male,Tight End,5.33,309,37.0,8.6,66.9,19.1,50.0,51.7,8.7,7.06,3.84,4.7,1.98,36,295,607,447,36.4,12.7,1,40,0.58,1.0,50,4.92,0.45,47
Troy Shannon,Male,Kicker,5.92,257,30.7,8.7,69.6,21.4,69.8,47.7,6.0,7.29,4.29,4.55,1.65,37,293,467,428,41.9,6.5,3,30,0.74,1.1,40,4.19,0.26,47
Patrick Walker,Male,Cornerback,5.08,218,33.5,9.5,66.0,16.4,67.9,44.2,11.3,7.08,4.42,5.49,1.31,22,312,522,444,36.8,11.5,4,43,0.8,0.6,66,5.09,0.27,44
Johnny Montes,Male,Tight End,6.5,228,27.9,10.2,76.2,24.5,51.6,49.8,13.4,7.47,4.89,5.39,1.85,35,474,416,202,36.2,8.8,2,14,0.93,0.4,36,4.11,0.48,41
Aaron Davis,Male,Linebacker,5.33,346,30.7,7.6,71.1,17.8,62.9,64.8,5.7,6.27,5.17,4.65,1.3,9,320,554,478,22.4,6.7,2,13,0.71,1.1,26,3.81,0.46,58
David Lester,Male,Kicker,6.58,295,25.9,9.9,65.0,16.6,64.2,45.7,6.5,7.52,5.29,4.3,1.31,27,424,613,384,24.5,10.2,3,28,0.65,1.1,63,3.77,0.32,32
Mitchell Norris,Male,Defensive Lineman,5.83,215,37.4,9.0,72.8,17.4,57.3,56.4,14.1,5.65,4.03,5.04,1.97,34,346,718,317,34.0,8.7,2,11,0.73,2.7,45,3.57,0.35,52
Jason Edwards,Male,Cornerback,6.83,161,37.1,9.1,83.7,23.9,60.7,56.1,12.0,7.16,4.59,4.92,1.94,24,362,421,253,20.6,9.3,2,65,0.81,0.6,29,3.64,0.4,39
Bobby Martinez,Male,Defensive Lineman,5.92,292,36.1,8.5,70.4,16.8,57.5,53.0,12.0,7.19,4.25,5.28,1.44,32,347,556,443,36.2,10.8,2,50,0.66,0.4,53,4.92,0.31,56
Vincent Martinez,Male,Running Back,5.17,253,36.0,9.9,82.9,22.8,55.5,74.6,5.7,5.55,4.07,5.03,1.76,21,298,412,445,21.6,9.8,2,50,0.62,2.3,54,4.64,0.42,59
Walter Heath,Male,Offensive Lineman,6.33,189,29.1,7.7,81.3,20.8,59.9,45.1,8.9,6.7,5.02,4.79,1.48,8,535,480,492,40.1,11.7,3,35,0.88,0.8,31,4.26,0.48,30
Edward Thompson,Male,Safety,5.5,303,37.9,9.4,75.5,22.6,69.0,66.0,8.8,5.8,4.95,4.51,1.45,38,525,342,321,29.4,8.4,4,36,0.66,0.5,60,4.14,0.47,60
Randall Wilkins,Male,Offensive Lineman,5.33,235,39.9,10.4,74.0,22.7,64.5,55.3,14.0,6.5,4.41,4.68,1.69,11,358,738,227,23.2,10.9,4,47,0.85,2.1,52,5.49,0.27,38
John Martin,Male,Defensive Lineman,6.92,217,25.7,8.7,66.8,24.4,59.8,48.6,14.9,7.17,4.55,5.36,1.37,28,363,567,381,23.6,6.8,1,11,0.85,1.2,25,3.03,0.43,54
Rodney Perez,Male,Tight End,5.17,249,30.0,7.9,84.5,16.5,52.3,57.0,7.7,6.21,3.58,4.67,1.39,36,516,615,324,25.1,10.4,3,52,0.6,1.5,30,4.69,0.38,60
Craig Travis,Male,Safety,6.42,180,34.0,7.5,81.9,24.1,57.0,50.1,12.1,6.52,3.8,5.29,1.47,14,347,379,202,41.7,7.7,1,12,0.89,2.5,52,3.99,0.35,51
Keith Ramirez,Male,Quarterback,6.58,292,32.1,7.9,75.0,19.1,63.7,58.4,8.4,6.67,5.11,4.27,1.42,33,469,321,348,25.3,7.8,1,51,0.77,0.8,27,5.15,0.29,53
Bobby York,Male,Wide Receiver,5.83,347,38.0,9.8,71.4,18.9,59.3,68.4,8.6,6.62,3.92,5.31,1.82,38,420,323,315,35.0,6.2,2,30,0.65,1.2,65,5.2,0.41,37
Seth Paul,Male,Linebacker,6.5,221,38.4,8.6,74.3,22.0,67.7,52.3,9.9,7.53,5.01,4.75,1.92,14,259,308,418,25.7,12.5,3,31,0.72,0.2,30,4.03,0.29,40
Carlos Smith,Male,Tight End,6.58,303,30.7,8.4,68.8,19.9,51.3,68.9,10.1,7.76,4.82,4.92,1.71,44,322,612,480,32.4,11.1,1,61,0.62,1.7,56,5.36,0.41,58
Anthony Meadows,Male,Running Back,6.67,269,32.3,8.6,79.6,19.8,57.6,58.1,13.1,6.33,5.01,4.29,1.75,35,532,527,395,33.5,8.4,2,52,0.95,2.4,61,3.71,0.42,31
Matthew Kemp,Male,Defensive Lineman,6.0,152,35.4,9.8,69.1,19.9,57.6,71.5,9.4,7.36,3.75,4.6,1.35,32,449,690,497,43.3,9.9,3,45,0.89,1.9,64,5.35,0.48,50
Steve Dennis,Male,Cornerback,6.0,227,27.9,8.3,81.7,17.9,61.2,42.1,12.1,7.75,3.7,5.45,1.89,11,442,364,454,44.9,10.5,4,50,0.61,1.3,67,4.38,0.31,30
Timothy Mayo,Male,Defensive Lineman,5.42,177,31.1,8.5,76.5,23.2,53.3,41.4,5.8,5.71,4.8,5.01,1.39,22,508,722,276,38.4,8.6,1,31,0.67,1.2,45,3.4,0.39,37
Micheal Simpson,Male,Quarterback,5.42,262,39.0,8.4,82.8,20.2,58.9,74.8,7.2,6.53,5.09,4.24,1.53,36,295,620,395,37.2,6.7,2,42,0.59,1.5,35,3.74,0.32,41
Ronald Arnold,Male,Kicker,6.0,196,25.7,8.7,72.9,18.8,51.3,44.7,11.8,7.71,4.55,5.13,1.98,6,513,746,248,30.9,10.5,3,63,0.64,2.3,35,3.82,0.46,33
Anthony Williams,Male,Cornerback,5.17,285,38.6,9.8,77.0,25.0,67.1,49.1,8.2,5.79,5.41,4.7,1.38,26,296,566,299,22.1,11.9,4,48,0.74,1.1,44,5.48,0.3,55
Antonio Rogers,Male,Running Back,6.33,264,25.8,10.5,78.0,17.3,53.7,55.1,8.0,7.58,4.85,4.32,1.46,38,531,537,250,37.9,8.5,2,41,0.69,1.8,39,4.66,0.42,37
Brandon Fitzgerald,Male,Tight End,6.83,314,36.4,9.3,76.9,17.4,66.3,61.2,9.1,5.74,4.13,4.86,1.41,20,267,536,232,31.4,13.0,4,25,0.94,2.2,64,5.15,0.45,60
