ID,Name,Gender,Height (ft),Weight (lbs),Arm Length (inches),Hand Size (inches),Max Velocity (mph),Vertical Jump (inches),Broad Jump (feet),Date,Sport,Activity.Name,Position.Name,Total.Duration,Total.Player.Load,Total.Distance..m.,Training.HSR,Heart.Rate.Exertion,Heart.Rate.Exertion.Per.Minute,Velocity.B3..Total...Efforts..Gen.2...Set.2.,Velocity.Band.2.Total.Distance..Set.2...m.,Velocity.Band.3.Total.Distance..Set.2...m.,Velocity.Band.4.Total.Distance..Set.2...m.,Acceleration.B2.3.Total.Efforts..Gen.2.,Deceleration.B2.3.Total.Efforts..Gen.2.,IMA.H.M.Accel,IMA.H.M.Decel,IMA.CoD.Left.High,IMA.CoD.Left.Medium,IMA.CoD.Right.High,IMA.CoD.Right.Medium,Maximum.Velocity..mph.,Week_of_Year
1255,Ivy Mitchell,Female,5.87,102,27.6,9.2,20.7,39,7.9,9/19/2021,Soccer,Game,Forward,156.26,912.71,4810.96,6.47,9368.73,59.71,1.65,305.47,622.85,621.54,19.3,23.66,12.42,73.96,11.62,14.32,16.07,8.12,1.17,38
1256,Paul Lopez,Male,5.36,241,37.4,7.4,16.7,22,11.6,9/21/2021,Soccer,Training,Forward,120.48,764.65,1585.57,8.63,12058.35,63.85,7.71,688.24,420.75,63.48,52.9,63.12,16.61,55.87,46.11,55.11,12.42,3.61,6.04,38
1257,Alice Evans,Female,4.9,133,33.8,8.8,10.4,29,10.1,9/22/2021,Soccer,Training,Forward,97.72,357.89,5186.2,8.7,9051.58,169.02,8.27,79.46,144.28,167.68,43.42,23.74,36.2,21.92,21.01,60.87,40.64,13.95,12.14,38
1258,Quincy Davis,Male,5.48,144,30.1,6.6,16.7,20,5.6,9/23/2021,Soccer,Training,Forward,169.07,191.34,2092.49,3.41,11380.09,69.78,3.28,848.46,490.44,957.41,42.47,38.34,43.59,52.2,44.65,37.21,38.54,8.8,6.6,38
1259,Rita Perez,Female,4.63,160,37.0,9.6,14.4,38,10.9,9/24/2021,Soccer,Game,Forward,142.76,436.58,6455.68,3.12,3326.77,121.35,2.78,301.22,774.9,625.13,6.57,46.13,54.88,39.13,7.03,17.47,27.64,36.88,3.9,39
1260,Jack Smith,Male,5.66,182,28.7,7.6,23.9,38,10.1,9/25/2021,Soccer,Training,Forward,44.83,245.97,6305.37,3.84,8846.85,96.67,7.06,228.94,969.82,592.13,50.18,72.48,42.23,74.67,5.91,47.62,12.43,8.87,16.18,39
1261,Ivy Lopez,Female,5.04,222,39.6,7.8,11.9,42,9.3,9/26/2021,Soccer,Training,Forward,76.4,767.98,5578.29,0.66,10067.86,69.47,1.53,606.28,71.15,546.28,1.3,12.89,43.86,33.91,33.65,3.81,39.67,21.32,12.71,39
1262,Karen Perez,Female,6.1,201,30.2,8.8,19.8,42,10.7,9/28/2021,Soccer,Training,Forward,76.32,909.26,9225.12,6.57,9224.11,99.58,4.42,772.93,943.04,266.11,60.75,20.65,4.26,63.24,34.62,7.41,7.08,36.45,9.32,39
1263,Alice Anderson,Female,5.12,115,30.1,9.3,10.8,32,7.8,9/29/2021,Soccer,Training,Forward,82.62,837.5,8470.96,7.12,12105.99,132.78,3.57,901.65,120.1,327.2,41.4,60.89,34.45,17.38,62.8,24.7,11.01,10.24,18.35,39
1264,Bob Taylor,Male,5.41,165,29.7,6.9,16.7,31,6.6,9/30/2021,Soccer,Training,Forward,114.11,48.75,435.69,6.01,916.21,168.82,5.35,355.98,134.74,323.77,48.59,73.56,18.69,25.89,32.21,34.7,0.96,25.62,12.69,39
1265,Karen Quinn,Female,4.52,244,26.8,8.6,18.3,20,8.6,10/1/2021,Soccer,Training,Forward,98.06,115.43,3843.31,9.29,9343.4,83.43,2.24,844.27,77.28,423.89,38.58,4.36,11.8,58.59,56.68,24.95,3.08,36.58,15.45,40
1266,Quincy Perez,Male,4.64,218,26.7,7.6,14.5,38,8.8,10/12/2021,Soccer,Training,Forward,97.92,473.04,9484.91,4.94,1039.31,183.67,2.8,682.69,674.18,968.87,8.88,36.91,43.18,75.84,59.67,2.89,3.05,25.62,11.66,41
1267,Nina Foster,Female,5.28,223,34.7,7.5,16.8,48,8.8,10/13/2021,Soccer,Training,Forward,30.69,996.65,1927.15,6.84,6602.15,79.55,8.6,660.18,896.47,44.04,14.77,68.8,6.4,82.89,37.52,26.55,9.09,28.4,13.83,41
1268,Rita Evans,Female,5.46,243,38.1,8.8,12.5,43,9.0,10/14/2021,Soccer,Training,Forward,26.6,403.51,939.14,5.22,13964.62,143.27,1.13,335.46,975.47,627.5,13.91,5.95,15.81,32.66,24.35,34.82,31.31,21.62,18.47,41
1269,Nina Brown,Female,5.7,201,36.9,7.5,14.6,35,11.6,10/15/2021,Soccer,Game,Forward,27.38,338.25,10032.74,3.84,12757.9,123.88,2.59,251.44,39.14,353.75,39.54,57.82,15.38,51.94,34.89,7.69,21.03,3.78,7.28,42
1270,Tina Garcia,Female,5.08,165,27.1,7.4,19.3,44,11.3,10/16/2021,Soccer,Training,Forward,84.74,885.64,1362.31,9.76,1768.8,112.42,6.65,949.5,714.25,983.88,11.71,27.02,21.74,30.02,44.3,20.31,20.69,11.45,10.55,42
1271,Hank Nelson,Male,5.89,112,33.2,9.3,14.5,42,11.1,10/17/2021,Soccer,Game,Forward,73.56,488.68,2483.1,8.24,9915.66,69.54,9.91,290.59,689.25,979.03,24.39,54.88,48.86,84.33,5.12,38.35,17.95,6.94,17.49,42
1272,Eve Owens,Female,6.22,210,26.6,6.4,23.5,42,10.6,10/20/2021,Soccer,Training,Forward,136.12,770.82,9323.44,8.64,5552.39,180.32,3.02,842.74,630.34,217.59,5.86,21.02,15.08,10.25,54.4,55.63,25.62,1.92,2.56,42
1273,Ivy Perez,Female,6.06,133,25.7,8.7,19.4,47,11.6,10/21/2021,Soccer,Training,Forward,21.69,579.81,6614.31,0.94,14191.52,119.12,4.34,734.02,823.7,283.92,63.47,11.02,41.72,83.95,37.18,30.88,33.04,39.0,1.74,42
1274,Jack Garcia,Male,4.58,138,34.8,7.0,16.6,34,5.7,10/22/2021,Soccer,Game,Forward,80.86,142.04,3100.96,9.8,2587.89,147.61,1.61,422.97,544.01,846.2,31.96,2.83,54.9,82.66,39.74,39.07,12.44,38.37,9.82,43
1275,Quincy Davis,Male,5.46,235,33.0,6.1,10.6,35,6.9,10/23/2021,Soccer,Training,Forward,99.48,160.37,338.4,7.8,3129.14,92.63,8.23,580.85,925.56,366.82,28.55,13.74,52.58,5.75,57.65,5.78,7.43,32.64,15.78,43
1276,Tina Davis,Female,4.71,219,26.2,6.7,17.5,30,8.5,10/24/2021,Soccer,Game,Forward,99.0,1057.96,8458.09,3.43,16319.57,131.32,2.08,4.22,576.55,138.74,36.33,35.43,30.07,65.59,52.05,55.27,25.45,38.39,6.25,43
1277,Grace Jackson,Female,4.98,225,25.5,8.4,21.5,43,10.9,10/26/2021,Soccer,Training,Forward,141.9,882.99,2802.07,6.75,17223.96,93.1,2.85,198.19,976.07,894.82,8.85,14.34,13.73,43.63,43.19,17.19,12.45,5.38,16.27,43
1278,Leo Jackson,Male,6.47,154,39.8,8.8,14.0,25,8.5,10/27/2021,Soccer,Training,Forward,23.62,974.87,9033.44,3.4,15166.51,170.46,5.46,901.51,87.87,384.2,36.89,71.6,8.13,75.36,61.68,59.88,34.84,25.05,13.82,43
1279,Karen Anderson,Female,4.78,126,25.5,6.1,22.1,30,10.2,10/28/2021,Soccer,Training,Forward,40.09,502.69,10698.65,3.16,3047.53,54.58,5.89,643.01,80.18,263.04,53.69,23.34,10.26,80.84,25.76,50.78,7.83,13.46,1.38,43
1280,Rita Nelson,Female,5.5,217,31.7,6.1,13.8,22,6.0,10/29/2021,Soccer,Game,Forward,63.27,1051.23,9373.93,3.78,1106.18,59.04,4.42,427.89,9.13,913.32,62.39,51.18,54.34,48.06,57.27,48.88,10.68,15.34,11.02,44
1281,Leo Davis,Male,5.74,152,32.6,9.6,22.4,34,6.8,8/13/2021,Soccer,Training,Forward,96.52,619.4,5783.91,6.22,5851.59,109.88,8.71,533.52,848.33,615.34,54.28,8.69,46.37,10.99,49.34,1.7,37.79,32.82,3.09,33
1282,Grace Harris,Female,5.9,138,26.8,6.3,11.3,20,10.1,8/14/2021,Soccer,Training,Forward,44.17,226.21,4003.91,7.65,12494.93,139.2,1.16,90.96,45.35,753.04,66.02,29.06,7.8,26.83,39.85,41.21,16.37,19.15,5.29,33
1283,Charlie Khan,Male,5.62,164,27.5,9.6,23.0,26,6.2,8/14/2021,Soccer,Training,Forward,18.48,412.48,8548.79,3.65,13780.2,78.39,9.16,920.12,79.57,71.75,54.32,11.36,43.7,5.77,29.2,7.01,17.68,28.59,2.04,33
1284,Nina Foster,Female,4.52,244,30.3,6.9,17.5,20,7.5,8/16/2021,Soccer,Training,Forward,113.04,1102.11,6896.1,9.63,5700.9,118.32,1.06,547.14,450.27,658.41,36.43,25.31,15.71,89.96,7.37,27.51,12.84,35.08,7.02,33
1285,Rita Quinn,Female,5.15,112,36.4,9.0,14.4,36,6.9,8/17/2021,Soccer,Training,Forward,148.26,791.28,7617.31,8.99,11687.1,109.93,4.08,277.28,478.64,649.93,52.4,1.51,9.35,40.38,31.47,36.68,9.25,2.04,12.7,33
1286,Paul Lopez,Male,5.54,120,32.6,7.2,14.0,28,7.4,8/17/2021,Soccer,Training,Forward,65.95,1009.16,5411.3,6.64,2285.06,161.52,7.95,508.55,466.11,920.59,60.86,67.79,17.59,13.93,15.97,4.1,8.97,6.87,12.53,33
1287,Quincy Anderson,Male,4.68,246,34.6,9.4,16.5,48,10.0,8/18/2021,Soccer,Game,Forward,69.28,757.27,839.34,7.6,1681.07,85.33,0.55,178.23,830.38,285.98,5.58,21.05,42.24,33.76,45.21,37.1,36.43,10.9,15.11,33
1288,Frank Clark,Male,5.2,152,39.8,8.8,25.0,45,7.6,8/19/2021,Soccer,Training,Forward,58.63,998.62,8489.33,3.75,2525.22,78.97,7.94,322.94,104.3,953.64,64.04,55.53,16.79,10.33,30.6,33.09,39.51,25.14,8.2,33
1289,Frank Foster,Male,4.57,118,36.5,7.6,13.3,42,8.9,8/22/2021,Soccer,Training,Forward,167.3,965.71,8678.75,6.44,5034.99,183.15,3.83,231.64,288.33,263.25,42.82,52.34,3.59,1.85,8.41,24.63,17.24,30.65,4.33,34
1290,Diana Brown,Female,4.66,156,31.5,6.3,11.5,32,5.7,8/23/2021,Soccer,Training,Forward,145.84,169.5,4752.92,6.21,9433.5,89.87,4.01,848.3,410.79,628.25,14.45,15.81,50.76,80.94,45.39,39.58,16.02,25.83,2.92,34
1291,Eve Harris,Female,5.29,124,31.7,8.9,18.8,30,10.6,8/24/2021,Soccer,Training,Forward,95.83,323.85,1654.64,9.96,13657.39,114.72,3.91,645.32,549.91,733.14,7.62,35.72,23.37,50.32,37.33,46.79,37.82,13.09,16.44,34
1292,Nina Brown,Female,4.77,130,34.3,8.5,17.3,48,7.6,8/25/2021,Soccer,Training,Forward,92.47,560.34,10497.56,3.69,8954.94,165.8,0.2,200.43,440.55,533.89,59.61,59.15,48.72,36.52,47.04,31.43,36.97,0.15,7.53,34
1293,Jack Nelson,Male,5.64,180,35.0,6.0,17.9,39,9.5,8/25/2021,Soccer,Training,Forward,172.65,1027.56,8216.35,7.81,17394.85,63.09,4.88,619.9,965.25,12.08,33.48,31.54,5.32,51.07,4.26,47.74,4.37,38.68,4.45,34
1294,Hank Taylor,Male,5.88,122,32.5,6.0,20.0,25,10.1,8/27/2021,Soccer,Game,Forward,173.98,670.92,10227.69,4.24,1768.12,136.78,1.98,572.39,276.32,400.95,13.38,57.6,0.23,71.58,28.55,1.47,26.97,12.52,3.51,35
1295,Jack Quinn,Male,6.1,131,34.7,9.2,14.0,20,6.5,8/28/2021,Soccer,Game,Forward,115.29,607.01,1228.97,4.06,16921.79,76.19,8.62,292.32,564.76,799.98,33.96,33.32,7.7,25.14,63.69,29.77,38.06,3.17,0.88,35
1296,Nina Foster,Female,4.9,173,25.4,7.0,23.7,26,11.2,8/30/2021,Soccer,Training,Forward,12.06,139.6,9470.17,1.66,14726.86,80.64,5.74,104.71,25.28,539.31,43.32,19.08,11.9,6.81,48.43,22.32,0.98,14.14,9.31,35
1297,Oscar Davis,Male,4.83,109,31.4,8.5,16.5,31,9.3,8/31/2021,Soccer,Training,Forward,80.21,117.91,5255.27,5.14,17231.09,76.71,1.57,196.77,234.7,512.43,33.23,48.56,13.21,72.56,35.27,58.78,21.2,28.41,3.35,35
1298,Steve Garcia,Male,4.71,153,29.2,7.8,11.9,41,8.0,9/1/2021,Soccer,Training,Forward,153.92,503.08,9608.01,5.57,11449.07,78.17,8.4,646.48,358.28,352.99,50.37,33.64,5.8,58.61,53.1,31.75,10.12,9.76,11.58,35
1299,Alice Roberts,Female,5.77,151,26.9,9.5,21.1,39,6.3,9/2/2021,Soccer,Training,Forward,151.52,309.24,7569.35,6.89,15489.88,68.37,0.51,156.34,719.36,46.93,15.26,57.82,30.6,52.82,5.23,19.51,9.04,5.6,15.3,35
1300,Bob Roberts,Male,5.91,247,26.5,9.7,19.6,42,11.6,9/3/2021,Soccer,Game,Forward,107.34,895.69,10664.5,3.37,8404.87,81.04,8.22,624.51,267.07,81.42,17.91,59.52,2.04,3.96,17.55,26.31,38.81,2.85,6.48,36
1301,Oscar Taylor,Male,4.56,213,34.0,10.0,14.7,38,10.3,9/4/2021,Soccer,Training,Forward,127.33,822.82,4012.85,4.87,12285.17,52.97,7.8,411.45,209.05,3.88,16.68,56.41,55.1,72.19,7.54,3.06,3.74,37.08,10.08,36
1302,Jack Perez,Male,6.37,113,32.9,6.6,19.3,36,6.5,9/5/2021,Soccer,Game,Forward,26.67,724.06,6809.5,1.55,11304.68,135.36,7.01,69.28,811.64,367.61,3.67,4.2,25.76,30.74,32.49,34.41,39.73,27.2,0.44,36
1303,Eve Anderson,Female,4.6,209,28.8,9.5,13.3,23,7.4,9/7/2021,Soccer,Training,Forward,57.18,193.69,4770.65,1.56,7205.14,119.11,4.89,471.93,434.41,372.59,15.59,53.07,38.96,44.54,49.25,62.8,40.78,38.77,9.56,36
1304,Eve Foster,Female,5.58,152,32.1,7.1,16.7,22,10.7,9/8/2021,Soccer,Training,Forward,106.15,693.36,3135.99,5.05,5291.91,155.51,0.76,356.3,370.25,247.9,54.56,43.72,1.07,18.69,5.34,62.54,8.68,8.97,11.19,36
1305,Quincy Harris,Male,5.92,178,32.4,8.4,23.5,20,9.9,9/10/2021,Soccer,Training,Forward,136.99,80.16,7727.05,8.04,13370.8,80.16,6.39,863.99,798.47,363.96,59.3,28.21,12.03,41.87,1.66,9.18,6.86,18.03,12.7,37
1306,Quincy Clark,Male,6.24,121,27.9,8.0,12.0,37,10.4,9/11/2021,Soccer,Training,Forward,107.69,1052.62,936.21,6.85,5501.81,64.84,7.52,755.23,636.42,482.39,16.29,8.42,23.38,56.96,42.31,0.85,37.2,37.53,11.25,37
1307,Rita Foster,Female,5.93,129,34.8,6.1,15.8,46,8.1,9/12/2021,Soccer,Game,Forward,133.11,476.85,8240.75,6.53,5132.59,91.57,0.92,951.34,202.17,663.81,5.31,48.34,18.14,4.92,11.5,7.33,10.0,34.7,4.52,37
1308,Bob Perez,Male,6.1,103,36.7,9.7,22.3,40,10.0,9/14/2021,Soccer,Training,Forward,78.58,291.32,8076.46,4.37,1965.6,149.62,8.96,884.99,867.21,245.15,11.64,8.61,59.92,42.25,50.3,8.78,27.51,33.97,1.0,37
1309,Karen Brown,Female,5.18,158,36.9,6.3,24.5,34,7.7,9/15/2021,Soccer,Training,Forward,117.72,800.86,10086.33,6.49,891.52,127.78,2.41,379.01,921.66,392.66,2.85,40.69,54.5,67.57,17.19,62.81,9.25,36.27,15.95,37
1310,Eve Nelson,Female,6.13,107,34.0,8.8,16.8,27,6.5,9/16/2021,Soccer,Training,Forward,95.23,900.65,4665.35,4.0,17135.07,139.19,4.89,707.88,579.47,153.47,64.78,58.07,31.3,39.97,15.72,52.3,14.1,39.64,14.09,37
1311,Quincy Foster,Male,4.66,111,32.7,9.1,17.6,20,9.4,9/17/2021,Soccer,Game,Forward,69.33,950.46,10756.49,4.75,15731.8,116.02,4.13,728.1,857.11,755.81,50.06,70.52,4.86,17.61,12.09,56.09,34.44,34.63,5.08,38
1312,Nina Anderson,Female,6.29,218,25.9,9.2,18.6,39,11.8,9/18/2021,Soccer,Training,Forward,159.87,977.8,5927.84,4.07,17103.58,130.67,0.26,363.1,824.32,338.92,47.24,26.66,32.75,28.11,57.77,39.44,10.2,23.45,18.27,38
1313,Charlie Davis,Male,5.6,133,29.3,6.5,24.0,33,7.2,9/19/2021,Soccer,Game,Forward,89.6,115.34,4907.09,0.79,5701.82,149.72,9.82,508.79,451.01,196.51,22.33,67.59,25.68,76.09,54.63,9.74,25.54,27.31,5.83,38
1314,Jack Khan,Male,6.13,181,26.4,7.8,22.9,23,8.2,9/21/2021,Soccer,Training,Forward,118.66,150.47,6936.73,8.38,4446.49,129.22,2.78,986.11,167.88,651.48,66.36,51.19,29.9,53.01,35.75,20.85,7.86,14.28,4.94,38
1315,Mona Owens,Female,5.4,197,39.5,9.3,12.6,24,9.7,9/22/2021,Soccer,Training,Forward,145.74,854.63,9791.7,3.05,13655.8,141.95,9.58,37.35,771.64,652.42,24.86,3.78,0.71,36.03,18.53,19.57,8.83,36.12,3.25,38
1316,Steve Brown,Male,5.79,226,27.0,7.2,16.6,42,8.8,9/23/2021,Soccer,Training,Forward,32.06,71.9,1937.16,7.66,7696.91,86.74,5.5,319.85,72.48,340.36,10.97,64.37,47.85,76.1,54.85,7.13,15.62,15.96,14.7,38
1317,Bob Taylor,Male,5.55,174,27.3,7.9,17.0,32,10.9,9/24/2021,Soccer,Game,Forward,155.84,366.53,8148.37,2.43,1228.86,165.87,5.14,576.35,907.91,802.87,63.05,63.61,26.97,81.12,10.5,57.87,19.06,17.51,5.56,39
1318,Quincy Taylor,Male,5.96,204,38.3,7.1,21.8,47,10.3,9/25/2021,Soccer,Training,Forward,43.08,950.06,7385.5,4.89,13896.69,54.01,1.62,123.61,376.5,77.19,7.17,68.09,26.07,71.34,14.09,34.18,6.63,26.47,2.92,39
1319,Ivy Anderson,Female,4.66,148,39.2,7.9,19.0,43,5.4,9/26/2021,Soccer,Training,Forward,112.91,243.43,5691.61,8.91,508.51,131.76,8.57,430.34,82.27,114.2,0.32,35.82,46.65,74.9,48.5,39.88,36.36,38.49,15.95,39
1320,Steve Jackson,Male,4.62,178,36.5,9.6,19.8,34,12.0,9/28/2021,Soccer,Training,Forward,10.35,482.27,4583.28,1.82,3470.65,85.4,9.86,251.91,836.73,770.67,26.94,5.77,9.64,45.16,3.6,27.58,0.89,35.33,1.93,39
1321,Rita Lopez,Female,4.99,192,25.1,7.8,25.0,25,10.3,9/29/2021,Soccer,Training,Forward,43.68,371.36,5163.83,7.52,8310.48,117.81,2.85,873.08,734.47,545.07,11.59,34.25,21.28,36.85,57.46,59.53,15.49,28.3,15.01,39
1322,Ivy Foster,Female,4.82,117,25.0,8.2,11.1,20,11.0,9/30/2021,Soccer,Training,Forward,131.65,1123.96,9107.61,5.21,9613.53,61.38,4.11,910.93,860.5,164.9,54.04,19.01,10.38,80.4,17.59,3.34,29.85,25.92,4.07,39
1323,Nina Nelson,Female,6.24,195,30.7,7.6,13.3,42,9.6,10/1/2021,Soccer,Training,Forward,139.67,534.68,1719.5,9.83,1772.69,144.47,3.53,548.08,85.11,462.18,32.12,24.82,27.74,2.6,60.12,62.15,33.12,18.39,8.53,40
1324,Oscar Anderson,Male,4.94,137,27.2,7.8,16.1,38,11.0,10/3/2021,Soccer,Training,Forward,71.18,725.6,6490.74,1.02,2614.43,121.98,1.31,343.88,630.49,11.48,35.83,16.72,21.45,28.02,20.32,12.24,37.09,5.34,7.65,40
1325,Frank Roberts,Male,6.45,186,25.3,6.1,15.2,32,5.8,10/5/2021,Soccer,Training,Forward,103.13,595.45,9047.88,5.96,6613.2,110.78,4.64,693.82,332.6,336.13,49.48,13.97,24.57,55.67,40.36,56.74,8.27,12.24,4.48,40
1326,Hank Garcia,Male,5.17,187,32.0,7.1,10.3,48,7.4,10/7/2021,Soccer,Training,Forward,115.78,577.87,4074.01,8.64,4272.32,56.75,1.87,700.41,191.65,447.79,37.29,29.04,31.56,73.39,16.43,41.95,20.05,15.04,5.73,40
1327,Tina Khan,Female,4.86,149,39.1,7.7,11.4,48,11.1,10/8/2021,Soccer,Game,Forward,156.29,522.11,9166.23,3.14,11365.94,167.45,0.78,834.95,933.18,261.29,56.84,65.37,39.19,76.03,52.9,52.64,31.64,6.68,8.65,41
1328,Bob Garcia,Male,6.08,107,29.9,8.5,20.2,25,6.4,10/9/2021,Soccer,Training,Forward,108.37,91.97,5656.77,6.44,7402.36,130.96,0.3,949.66,125.34,405.76,9.8,70.75,36.89,65.76,33.16,9.51,26.45,28.56,5.48,41
1329,Alice Nelson,Female,5.82,233,34.9,7.8,23.2,34,5.5,10/10/2021,Soccer,Game,Forward,17.29,265.12,3319.24,6.68,5582.59,99.34,4.97,965.03,756.68,771.26,61.4,76.79,33.06,41.82,54.1,39.75,25.64,33.6,3.09,41
1330,Rita Roberts,Female,5.5,168,34.8,7.4,17.7,35,10.5,10/12/2021,Soccer,Training,Forward,51.72,273.83,9551.73,9.32,1586.11,184.18,6.27,367.06,851.49,497.19,25.84,34.26,30.41,31.0,54.24,43.97,35.72,35.81,0.18,41
1331,Grace Evans,Female,5.61,220,28.8,7.6,18.1,43,10.8,10/13/2021,Soccer,Individual,Forward,46.83,700.13,1238.06,7.62,9291.91,184.0,5.92,228.3,962.47,619.24,40.21,52.9,40.65,48.23,10.98,8.88,37.15,20.32,6.82,41
1332,Grace Nelson,Female,5.94,163,34.8,7.0,13.8,42,6.1,10/13/2021,Soccer,Training,Forward,86.31,137.88,3387.41,8.62,12979.28,169.45,5.86,256.81,0.45,0.95,2.72,2.76,6.67,45.35,62.03,47.79,4.44,1.02,8.21,41
1333,Diana Lopez,Female,4.96,238,28.2,9.7,21.5,35,11.0,10/14/2021,Soccer,Training,Forward,127.49,703.79,5521.26,4.06,4524.09,136.8,1.32,597.7,730.81,711.68,47.83,74.77,30.76,61.59,16.64,42.5,38.07,7.56,4.43,41
1334,Eve Harris,Female,6.49,220,26.8,8.1,21.3,29,9.8,10/15/2021,Soccer,Game,Forward,149.1,1130.6,7827.92,6.77,4534.74,164.05,6.77,312.1,734.25,215.83,36.47,15.98,41.07,66.18,59.39,28.37,8.62,7.12,17.42,42
1335,Karen Garcia,Female,6.45,164,35.5,6.1,18.8,41,8.6,10/16/2021,Soccer,Training,Forward,22.97,678.27,9358.95,4.97,2842.64,84.61,0.71,191.72,828.78,815.06,47.9,73.8,53.87,40.14,26.03,15.75,17.45,25.11,7.79,42
1336,Jack Davis,Male,5.8,206,26.7,6.1,13.2,28,10.8,10/17/2021,Soccer,Game,Forward,63.7,155.63,2813.48,3.21,8499.18,107.33,3.82,997.46,343.27,2.45,54.76,53.21,25.8,78.43,20.61,33.21,37.04,14.95,7.93,42
1337,Karen Anderson,Female,4.9,246,40.0,9.9,11.5,28,7.9,10/20/2021,Soccer,Individual,Forward,177.49,462.16,10341.34,2.34,7478.09,143.27,9.99,2.21,5.87,449.85,60.32,13.18,22.17,1.61,34.06,26.44,15.18,7.1,5.91,42
1338,Alice Brown,Female,5.86,236,27.8,6.9,11.0,36,6.4,10/20/2021,Soccer,Training,Forward,113.51,842.74,10691.51,4.53,803.54,85.24,0.46,218.79,108.33,169.62,25.83,11.29,12.03,36.04,30.51,37.68,29.0,16.43,11.44,42
1339,Jack Anderson,Male,4.64,199,33.9,9.2,18.9,36,7.0,10/21/2021,Soccer,Training,Forward,41.52,657.06,3115.18,2.66,14996.35,70.94,3.17,68.4,82.71,937.1,37.43,59.81,51.77,36.2,19.9,16.89,33.88,4.75,7.7,42
1340,Leo Evans,Male,4.56,181,31.2,6.2,22.4,36,8.5,10/22/2021,Soccer,Game,Forward,96.37,1035.34,9464.74,1.17,9061.43,61.74,0.52,625.38,784.44,682.6,44.64,16.06,32.48,52.54,26.21,44.81,29.14,18.81,16.3,43
1341,Grace Khan,Female,5.02,242,26.9,9.7,22.9,43,8.7,10/23/2021,Soccer,Training,Forward,122.35,122.77,4875.29,0.76,2826.48,115.1,6.74,756.68,609.38,876.31,46.9,37.87,36.09,39.5,54.62,39.26,32.38,23.54,12.9,43
1342,Eve Harris,Female,5.43,150,25.4,9.5,17.0,31,10.6,10/24/2021,Soccer,Game,Forward,10.63,451.88,4253.05,4.21,16837.87,149.36,1.44,810.85,682.31,878.24,59.41,72.2,6.09,62.39,54.34,4.45,29.06,33.88,10.5,43
1343,Rita Irwin,Female,6.24,240,34.3,8.3,21.8,32,10.5,10/26/2021,Soccer,Training,Forward,15.14,310.97,10314.76,2.96,14392.12,177.14,3.02,907.33,12.9,427.37,34.02,1.04,21.72,9.86,8.79,27.7,5.39,25.96,12.28,43
1344,Hank Perez,Male,5.95,182,37.1,6.0,24.2,49,9.1,10/27/2021,Soccer,Training,Forward,22.71,652.16,9194.88,8.78,4250.58,156.01,0.71,128.49,362.1,601.7,23.26,13.07,14.05,58.9,43.2,9.25,2.69,39.47,18.43,43
1345,Oscar Mitchell,Male,5.99,211,37.6,7.0,14.1,31,10.5,10/28/2021,Soccer,Training,Forward,175.67,111.21,3703.49,2.69,5540.03,174.8,9.39,235.24,366.43,49.03,48.3,0.83,58.45,7.45,5.79,5.13,30.28,12.41,6.08,43
1346,Grace Quinn,Female,5.35,155,32.2,7.6,16.0,33,6.3,10/29/2021,Soccer,Game,Forward,34.18,198.35,2096.45,5.67,5436.56,158.61,9.95,664.26,507.09,211.62,26.62,15.69,27.53,70.43,61.23,11.85,33.56,17.44,16.28,44
1347,Nina Nelson,Female,5.19,244,36.7,7.8,24.0,29,5.4,11/8/2021,Soccer,Conditioning,Forward,138.22,242.04,1683.94,2.26,2092.41,69.75,3.53,624.52,266.31,555.81,56.13,71.9,47.69,75.58,55.45,57.88,15.21,26.82,14.13,45
1348,Jack Khan,Male,5.24,159,35.1,7.2,15.1,42,11.1,11/15/2021,Soccer,Conditioning,Forward,154.62,587.21,7995.29,5.64,13666.33,86.07,6.79,830.04,378.67,636.27,62.21,49.49,10.94,29.64,26.31,53.03,9.46,6.59,15.98,46
1349,Paul Quinn,Male,6.48,219,35.9,6.1,23.7,38,5.5,12/1/2021,Soccer,Conditioning,Forward,59.62,446.98,6861.44,7.41,13156.95,106.62,6.79,318.29,676.67,166.32,33.4,50.62,54.1,30.13,50.64,4.92,7.66,12.66,0.52,48
1350,Charlie Jackson,Male,4.58,237,32.4,8.4,24.7,48,6.7,8/13/2021,Soccer,Training,Forward,43.51,436.68,226.91,3.32,11397.98,99.16,9.36,492.49,999.42,577.28,53.63,63.88,39.18,27.09,28.49,63.8,13.1,24.11,15.64,33
1351,Karen Roberts,Female,6.23,122,34.5,8.1,19.9,21,9.9,8/14/2021,Soccer,Training,Forward,110.51,1107.46,10688.09,1.45,13673.55,169.36,7.73,586.38,511.16,199.6,18.79,62.47,12.07,82.34,12.19,28.14,33.31,33.65,16.67,33
1352,Charlie Nelson,Male,5.66,248,37.1,7.1,22.3,23,7.9,8/14/2021,Soccer,Training,Forward,61.08,291.73,1584.99,9.07,9674.01,60.55,1.5,212.63,703.78,615.5,44.89,31.23,51.11,76.02,21.16,49.58,12.46,14.35,6.73,33
1353,Hank Lopez,Male,5.38,112,31.0,6.2,21.2,38,11.1,8/16/2021,Soccer,Training,Forward,48.58,596.48,2436.48,9.35,15577.35,138.13,2.96,305.06,827.66,806.67,9.34,30.9,37.14,48.89,37.25,3.98,0.22,20.98,16.52,33
